 ;CO_UNIDADE;CO_UF;CO_IBGE;NU_CNPJ_MANTENEDORA;NO_RAZAO_SOCIAL;NO_FANTASIA;CO_NATUREZA_ORGANIZACAO;DS_NATUREZA_ORGANIZACAO;TP_GESTAO;CO_NIVEL_HIERARQUIA;DS_NIVEL_HIERARQUIA;CO_ESFERA_ADMINISTRATIVA;DS_ESFERA_ADMINISTRATIVA;CO_ATIVIDADE;TP_UNIDADE;CO_CEP;NO_LOGRADOURO;NU_ENDERECO;NO_BAIRRO;NU_TELEFONE;NU_LATITUDE;NU_LONGITUDE;CO_TURNO_ATENDIMENTO;DS_TURNO_ATENDIMENTO;NU_CNPJ;NO_EMAIL;CO_NATUREZA_JUR;ST_CENTRO_CIRURGICO;ST_CENTRO_OBSTETRICO;ST_CENTRO_NEONATAL;ST_ATEND_HOSPITALAR;ST_SERVICO_APOIO;ST_ATEND_AMBULATORIAL;CO_MOTIVO_DESAB;CO_AMBULATORIAL_SUS
6361161;3551006361161;35;355100;;FUNDACAO PLURAL;FUNDACAO PLURAL SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320001;AV PRES WILSON;1033;ITARARE;34663692;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;09368941000157;;3069;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
6362176;3551006362176;35;355100;;ASSOCIACAO PLURAL;ASSOCIACAO PLURAL SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320001;AV PRES WILSON;1033;ITARARE;34663692;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;03126200000183;;3999;0.0;0.0;0.0;0.0;1.0;0.0;04;NAO
6679749;3551006679749;35;355100;;NOTRE DAME INTERMEDICA SAUDE S A;NOTRE DAME INTERMEDICA SAUDE AMBULATORIO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;4;11320001;AV PRESIDENTE WILSON;199;ITARARE;1335693200;-239.688.179.828;-463.756.942.749;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;44649812018428;ccsaovicente@intermedica.com.br;2054;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
6973523;3551006973523;35;355100;;CLINICA DE OLHOS OFTALMO CENTER LTDA;OFTALMOCENTER SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320160;R ONZE DE JUNHO;96;ITARARE;1338780333;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;14380565000156;oftalmocenter.sv@hotmail.com;2062;0.0;0.0;0.0;0.0;0.0;0.0;11;NAO
6975852;3551006975852;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 SAO VICENTE 5;;;M;;;M ;MUNICIPAL;04;42;11321000;AVENIDA AYRTON SENNA;S/N;ITARARE;34631915;-23.972.157;-46.368.835;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;SAMU@SAUDESAOVICENTE.SP.GOV.BR;1244;;;;;0.0;0.0;;NAO
7195532;3551007195532;35;355100;;MOTIVITA CLINICA MEDICA ESPECIALIZADA LTDA ME;DERMA REUMA CLINICA ESPECIALIZADA LTDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320910;AV PRESIDENTE WILSON;89;ITARARE;13 34685192;-239.686.624;-46.375.718;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;16851691000177;ADM.MED@UOL.COM.BR;2062;0.0;0.0;0.0;0.0;0.0;0.0;10;NAO
8177376;3551008177376;35;355100;;PRISCILA CONVERSANI FERREIRA SAUDE INTEGRATIVA LTDA;PCF SAUDE INTEGRATIVA SV;;;M;;;M ;MUNICIPAL;04;22;11320001;PRESIDENTE WILSON;1473;ITARARE;13 96401004;-239.655.092.075;-46.382.163.763;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;51743137000177;PCONVERSANI@GMAIL.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
8195471;3551008195471;35;355100;;JULIA BITTENCOURT NUTRICIONISTA;JULIA BITTENCOURT NUTRICIONISTA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320202;AV MANOEL DA NOBREGA;1439;ITARARE;1336180913;-239.681.617.093;-463.601.340.736;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;55437745000104;;2135;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9393978;3551009393978;35;355100;;AMOR SAUDE SAO VICENTE LTDA;AMOR SAUDE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;4;11320130;MESSIA ASSU;443;ITARARE;13 35693700;-239.729.558;-463.729.507;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;19354074000154;SAOVICENTE.SP@AMORSAUDE.COM;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
9580743;3551009580743;35;355100;46374500000194;SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO;AME AMBULATORIO MEDICO DE ESPECIALIDADES DE SAO VICENTE;;;E;;;E ;ESTADUAL;04;62;11320001;AVENIDA PRESIDENTE WILSON;291;ITARARE;(13) 3569-4100;-239.710.309;-463.709.772;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;46374500027394;janaina.maciel@amesaovicente.org.br;1023;1.0;0.0;0.0;1.0;1.0;1.0;;SIM
9851631;3551009851631;35;355100;;ALESSANDRA TOSCANO FERNANDES ODONTOLOGISTA;ODONTO PRAIA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11320160;RUA ONZE DE JUNHO;292;ITARARE;1334675553;-23.971.306;-46.372.543;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;15303347000180;ALETOSCANO.DENTISTA@GMAIL.COM;2135;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
2063077;3551002063077;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;ESF JAPUI SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11325000;AV TUPINIQUINS;S/N;JAPUI;(13)35671344;-23.984.736;-4.639.504;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubsjapui@saudesaovicente.sp.gov.br;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2062348;3551002062348;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;UNIDADE BASICA DE SAUDE JARDIM GUASSU SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11370580;RUA LAGARTO;101;JARDIM GUASSU;(13)35612004;-23.951.725;-46.380.155;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubsjdguassu@saudesaovicente.sp.gov.br;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
5883199;3551005883199;35;355100;;ADRIANA PEREIRA MANTOVANELLI;ADRIANA PEREIRA MANTOVANELLI SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11380001;AVENIDA PREFEITO JOSE MONTEIRO;765;JARDIM INDEPENDENCIA;35611797;-239.641.685.166;-463.717.621.565;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;adrianamantova@hotmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
8176582;3551008176582;35;355100;;FARMA CONDE S A;FARMA CONDE FILIAL 133 SV;;;M;;;M ;MUNICIPAL;04;43;11380001;PREFEITO JOSE MONTEIRO;587;JARDIM INDEPENDENCIA;12 39324721;-239.640.116.524;-463.723.039.627;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;71605265001214;TRIBUTARIO@GRUPOFARMACONDE.COM.BR;2054;;;;;1.0;0.0;;NAO
8378827;3551008378827;35;355100;;CARREFOUR COMERCIO E INDUSTRIA LTDA;DROGARIA CARREFOUR DSV;;;M;;;M ;MUNICIPAL;04;43;11380001;PREFEITO JOSE MONTEIRO;1045;JARDIM INDEPENDENCIA;11 37796000;-239.674.111.509;-463.695.466.518;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;45543915077486;CARREFOUR@CARREFOUR.COM;2062;;;;;1.0;0.0;;NAO
5825075;3551005825075;35;355100;;ASC ASSOCIACAO SOCIAL CATUENSE;CATUENSE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11347590;DA MARKET;810;JARDIM IRMA DOLORES;13 974184177;-239.727.344.826;-464.490.365.982;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;20913749000137;CATUENSE505@GMAIL.COM;3301;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
4507150;3551004507150;35;355100;;DRIELEN CARVALHO S DE PAULA PSICOLOGA LTDA;DRIELEN CARVALHO S DE PAULA PSICOLOGA SV;;;M;;;M ;MUNICIPAL;04;22;11370610;SAO CRISTOVAO;75;JARDIM PARAISO;13 96736478;-23.951.645.741;-463.825.714.588;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;47694027000195;LEGALIZAR@GOMESCONSULTORIA.COM.BR;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
2033275;3551002033275;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;ESF RIO BRANCO II E III SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11347150;RUA EDUARDO CACAO;S/N;JARDIM RIO BRANCO;1335661188;-23.980.961;-46.473.008;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubsjdriobranco@saudesaovicente.sp.gov.br;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2038951;3551002038951;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;ESF JARDIM RIO BRANCO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11347020;RUA ANTONIO RISCALLE HUSNE;1760;JARDIM RIO BRANCO;1335662773;-239.793.252;-464.706.032;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;esfriobranco@saudesaovicente.sp.gov.br;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
4108205;3551004108205;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;PRONTO SOCORRO RIO BRANCO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;73;11347000;AV DEPUTADO ULISSES GUIMARAES;721;JARDIM RIO BRANCO;;-239.799.557;-464.732.449;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
5774799;3551005774799;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;CAPS II JARDIM RIO BRANCO CENTRO DE ATENCAO PSICOSSOCIAL;;;M;;;M ;MUNICIPAL;04;70;11347040;RUA DONALD ALEXANDRE KEALMAN;S/N;JARDIM RIO BRANCO;1335767674;-239.809.524;-464.742.047;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5976111;3551005976111;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;CENTRO DE AT ESP SAUDE DA PESSOA COM DEF REABILITAR II SV;;;M;;;M ;MUNICIPAL;04;36;11347000;AV DR ULISSES GUIMARAES;601;JARDIM RIO BRANCO;1335765804;-23.982.251;-46.470.455;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;reabilitar_riobranco@saudesaovicente.sp.gov.br;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
6050042;3551006050042;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;CEO III JD RIO BRANCO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11347000;AV DEPUTADO ULISSES GUIMARAES;1431;JARDIM RIO BRANCO;1335661713;-239.832.739.581;-46.468.524.461;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ceo@saudesaovicente.sp.gov.nr;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
8213917;3551008213917;35;355100;;FARMA CONDE S A;FARMA CONDE FILIAL 396 SV;;;M;;;M ;MUNICIPAL;04;43;11347520;IRMA DOLORES;1005;JARDIM RIO BRANCO;12 39324721;-239.842.136.998;-464.625.656.605;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;71605265020197;TRIBUTARIO@GRUPOFARMACONDE.COM.BR;2054;;;;;1.0;0.0;;NAO
8321507;3551008321507;35;355100;;RAIA DROGASIL S A;DROGARAIA LJ 1920 SV;;;M;;;M ;MUNICIPAL;04;43;11347000;DEPUTADO ULISSES GUIMARAES;1607;JARDIM RIO BRANCO;11 37695731;-239.844.097.493;-464.669.752.121;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;61585865403434;FISCALLEGALIZACAO@RD.COM.BR;2046;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
9017135;3551009017135;35;355100;;WLADEMIR PATARO DE CASTRO;WLADEMIR PATARO DE CASTRO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11347000;AVENIDA DEPUTADO ULISSES GUIMARAES;1547;JARDIM RIO BRANCO;;-239.839.289.535;-464.674.982.745;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
6695183;3551006695183;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;E S F JARDIM RIO NEGRO;;;M;;;M ;MUNICIPAL;04;2;11347430;RUA E;110;JARDIM RIO NEGRO;35668321;-23.985.097;-46.462.524;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;esfrionegro@hotmail.com;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3669025;3551003669025;35;355100;;LUIZ ALBERTO RIBEIRO BRAS;LUIZ ALBERTO RIBEIRO BRAS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11370350;RUA FRANCISCO SILVA SANTOS;20;JD GUASSU;(13)34664248;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
5774780;3551005774780;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;CAPS I CENTRO DE ATENCAO PSICOSSOCIAL INFANTIL SAO VICENTE;;;M;;;M ;MUNICIPAL;04;70;11370540;RUA SANTO ANTONIO;64;JD GUASSU;1334669813;-2.395.249;-46.374.908;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3682358;3551003682358;35;355100;;ODONTO SPECIALITTE LTDA ME;ODONTO SPECIALITTE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11380510;RUA BERTA CRAVEIRO LOPES;36;JD INDEPENDENCIA;1335613842;-239.616.804;-463.746.192;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;11028460000144;polianaleonel@hotmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3682374;3551003682374;35;355100;;UNIERO UNIDADE ESP EM RADIOLOGIA ODONTOLOGICA LTDA;UNIERO RADIOLOGIA;;;M;;;M ;MUNICIPAL;04;22;11380510;RUA BERTA CRAVEIROS LOPES;40;JD INDEPENDENCIA;1333243296;-23.963.159;-46.374.237;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;09517231000141;unierosaovicente@hotmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3705846;3551003705846;35;355100;;UBIRAJARA DE MELLO JUNIOR;UBIRAJARA DE MELLO JUNIOR SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11380510;RUA BERTA CRAVEIRO LOPES;36;JD INDEPENDENCIA;(13)35611430;-239.616.804;-463.746.192;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;;dr.ubirajara@gmail.com;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
3725928;3551003725928;35;355100;;MARYANE SASSI TELLES BAPTISTA;MARYANE SASSI TELLES BAPTISTA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11380001;AV PREFEITO JOSE MONTEIRO;577;JD INDEPENDENCIA;(13)30214984;-239.632.351;-463.750.358;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;MARYANESASSI@HOTMAIL.COM;4000;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
5482712;3551005482712;35;355100;;TOPFISIO CLINICA DE FISIOTERAPIA LTDA;TOPFISIO CLINICA DE FISIOTERAPIA LTDA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;36;11380000;AV PREFEITO JOSE MONTEIRO;844;JD INDEPENDENCIA;34698765;-239.653.011.511;-46.370.831.961;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;06158040000142;domcontabil@litoral.com.br;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
6092977;3551006092977;35;355100;;PRISCILLA KATHERINE DE CARVALHO;PRISCILLA KATHERINE DE CARVALHO;;;M;;;M ;MUNICIPAL;04;22;11380001;AV PREFEITO JOSE MONTEIRO;765;JD INDEPENDENCIA;35612519;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;;4000;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
3240290;3551003240290;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;UNIDADE DE SAUDE DA MULHER DAVID CAPISTRANO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11347725;RUA SALVADOR;60;JD IRMA DOLORES;1335765828;-23.980.172;-46.451.803;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;usmulhersv@gmail.com;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
7243324;3551007243324;35;355100;;PATRICIA DUARTE IGNACIO DE SOUZA;PATRICIA DUARTE IGNACIO DE SOUZA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11370570;RUA PROPRIA;114;JD PARAISO;13 30289291;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;DUARTEPATRICIA@TERRA.COM.BR;4000;0.0;0.0;0.0;0.0;1.0;0.0;06;NAO
35386;3551000035386;35;355100;;CENTRO MEDICO E ODONTOLOGICO DE CUBATAO LTDA;CENTRO MEDICO POPULAR DE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11347000;AV DEPUTADO ULISSES GUIMARAES;1443;JD RIO BRANCO;1333290029;-23.983.278;-46.468.887;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;14040387000203;clinica.svicente@cmpopular.com.br;2062;0.0;0.0;0.0;0.0;0.0;0.0;;NAO
179914;3551000179914;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;HOSPITAL DE CAMPANHA COVID 19 SV CONTINENTAL;;;M;;;M ;MUNICIPAL;04;5;11347070;RUA JOSE FAGUNDES BEZERRA;S/N;JD RIO BRANCO;;-23.971.702;-46.477.487;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;;1244;0.0;0.0;0.0;0.0;1.0;1.0;10;SIM
420344;3551000420344;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 SAO VICENTE 9;;;M;;;M ;MUNICIPAL;04;42;11347000;AV ULISSES GUIMARAES;231;JD RIO BRANCO;1335760245;-23.976.426;-46.477.743;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;samu@saudesaovicente.sp.gov.br;1244;;;;;0.0;0.0;07;NAO
4346491;3551004346491;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 MOTOLANCIA 2 SAO VICENTE;;;M;;;M ;MUNICIPAL;04;42;11347000;AV ULISSES GUIMARAES;231;JD RIO BRANCO;(13)3576-0245;-2.397.629;-46.477.574;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;samu@saudesaovicente.sp.gov.br;1244;;;;;0.0;0.0;;NAO
4346505;3551004346505;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 MOTOLANCIA 1 SAO VICENTE;;;M;;;M ;MUNICIPAL;04;42;11347000;AV ULISSES GUIMARAES;231;JD RIO BRANCO;(13)3576-0245;-2.397.629;-46.477.574;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;samu@saudesaovicente.sp.gov.br;1244;;;;;0.0;0.0;;NAO
4346521;3551004346521;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 MOTOLANCIA 3 SAO VICENTE;;;M;;;M ;MUNICIPAL;04;42;11347000;AV ULISSES GUIMARAES;231;JD RIO BRANCO;(13)3576-0245;-2.397.629;-46.477.574;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;SAMU@SAUDESAOVICENTE.SP.GOV.BR;1244;;;;;0.0;0.0;;NAO
5222729;3551005222729;35;355100;49955719000175;SERVICO DE SAUDE DE SAO VICENTE;FARMACIA POPULAR DO BRASIL SAO VICENTE;;;M;;;M ;MUNICIPAL;04;43;11347000;AV ULISSES GUIMARAES;791;JD RIO BRANCO;35767913;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;49955719000256;;1031;;;;;1.0;0.0;04;NAO
6476880;3551006476880;35;355100;;MICHELE SILVA DE MELO;CLINICA MEDICA DRA MICHELE MELO SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11347000;AV DEPUTADO ULISSES GUIMARAES;1546;JD RIO BRANCO;(13) 35766823;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;DRAMICHELLEMELLO@IG.COM.BR;4000;0.0;0.0;0.0;0.0;0.0;0.0;06;NAO
6964850;3551006964850;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 SAO VICENTE 2;;;M;;;M ;MUNICIPAL;04;42;11347000;AV ULISSES GUIMARAES;231;JD RIO BRANCO;1335760245;-2.397.629;-46.477.574;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;SAMU@SAUDESAOVICENTE.SP.GOV.BR;1244;;;;;0.0;0.0;;NAO
9306803;3551009306803;35;355100;;LABORATORIO DE ANALISES CLINICAS SAUDE MAIS LTDA EPP;L A C SAUDE MAIS;;;M;;;M ;MUNICIPAL;04;39;11347000;AV DEPUTADO ULISSES GUIMARAES;1671;JD RIO BRANCO;1335666482;-239.799.667;-464.732.385;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;27169981000151;lacsaudemais@gmail.com;2062;0.0;0.0;0.0;0.0;1.0;0.0;10;NAO
9859810;3551009859810;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;SAMU 192 SAO VICENTE 7;;;M;;;M ;MUNICIPAL;04;42;11347000;AV ULISSES GUIMARAES;231;JD RIO BRANCO;1335760245;-23.976.383;-46.477.606;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;samu@saudesaovicente.sp.gov.br;1244;;;;;0.0;0.0;;NAO
2084821;3551002084821;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;UNIDADE BASICA DE SAUDE JIP SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11360190;RUA ROBERTO KOCH;584;JOQUEI CLUBE;(13)35663595;-23.941.528;-46.399.216;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubsjip@outlook.com;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3021394;3551003021394;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;UNIDADE BASICA DE SAUDE SAMBAIATUBA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11365180;PRACA DOM BOSCO;S/N;JOQUEI CLUBE;1334638727;-23.945.412;-46.389.951;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubssambaiatuba@saudesaovicente.sp.gov.br;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
3024385;3551003024385;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;CENTRO DE AT ESP A SAUDE DA CRIANCA COM DEF SAO CAMILO SV;;;M;;;M ;MUNICIPAL;04;36;11350010;AV JOAO FRANCISCO BENSDORP;261;NAUTICA III;(13)34621170;-23.954.943;-46.410.414;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;SAOCAMILO@SAUDESAOVICENTE.SP.GOV.BR;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
2039257;3551002039257;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;UNIDADE BASICA DE SAUDE PARQUE BITARU SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11330205;PRACA INFANTE DOM HENRIQUE;S/N;PARQUE BITARU;(13)34671757;-2.397.123;-46.394.617;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubsbitaru@hotmail.com;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
4407598;3551004407598;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;PRONTO SOCORRO CENTRAL SAO VICENTE;;;M;;;M ;MUNICIPAL;03;73;11330800;AV MARECHAL CANDIDO MARIANO DA SILVA RONDON;425;PARQUE BITARU;1335695900;-239.620.385.785;-463.972.377.777;06;ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS);;dga_crei@saudesaovicente.sp.gov.br;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
7149212;3551007149212;35;355100;;FERNANDO LUIS MORETTI DA SILVA;FERNANDO LUIS MORETTI DA SILVA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11330200;AV CAPITAO LUIZ ANTONIO PIMENTA;397;PARQUE BITARU;(13) 30218521;;;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;psicoterapia.arteterapia@gmail.com;4000;0.0;0.0;0.0;0.0;0.0;0.0;11;NAO
3239128;3551003239128;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;UNIDADE BASICA DE SAUDE PARQUE DAS BANDEIRAS SAO VICENTE;;;M;;;M ;MUNICIPAL;04;2;11346005;PRACA DARIO AREDES LACERDA;70;PARQUE DAS BANDEIRAS;1335662163;-2.398.463.855;-46.484.841.474;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;ubsparquedasbandeirassv@gmail.com;1244;0.0;0.0;0.0;0.0;1.0;0.0;;SIM
904392;3551000904392;35;355100;46177523000109;MUNICIPIO DE SAO VICENTE;ACADEMIA DA SAUDE PARQUE SAO VICENTE;;;M;;;M ;MUNICIPAL;04;74;11360240;PRACA DOM PEDRO I;S/N;PARQUE SAO VICENTE;13997245295;-239.521.306.746;-46.398.146.903;03;ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE;;atencaobasica@saudesaovicente.sp.gov.br;1244;;;;;1.0;0.0;;NAO
984566;3551000984566;35;355100;;A VIANNA MEDICINA ESPECIALIZADA LTDA;VIANNA MEDICINA ESPECIALIZADA SAO VICENTE;;;M;;;M ;MUNICIPAL;04;22;11360000;RUA GUARANY;314;PARQUE SAO VICENTE;1335681462;-239.508.024;-463.969.633;04;ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE;40046861000125;AAMV_SP@HOTMAIL.COM;2062;0.0;0.0;0.0;0.0;1.0;0.0;;NAO
